country_name, Index_of_happiness, global_rank, available_data_date, regions
El Salvador,6.12,47,2013-2021,Sub Sahara Africa
Polonia,6.12,48,2013-2021,Sub Sahara Africa
Kuwait,6.11,49,2013-2021,Sub Sahara Africa
Hungría,6.09,50,2013-2021,Sub Sahara Africa
Mauricio,6.07,51,2013-2021,Sub Sahara Africa
Uzbekistán,6.06,52,2013-2021,Sub Sahara Africa
Japón,6.04,53,2013-2021,Sub Sahara Africa
Honduras,6.02,54,2013-2021,Sub Sahara Africa
Portugal,6.02,55,2013-2021,Sub Sahara Africa
Argentina,5.97,56,2013-2021,Sub Sahara Africa
Grecia,5.95,57,2013-2021,Sub Sahara Africa
Corea del Sur,5.94,58,2013-2021,Sub Sahara Africa
Filipinas,5.9,59,2013-2021,Sub Sahara Africa
Tailandia,5.89,60,2013-2021,Sub Sahara Africa
Rep. de Moldova,5.86,61,2013-2021,Sub Sahara Africa
Jamaica,5.85,62,2013-2021,Sub Sahara Africa
Kirguistán,5.83,63,2013-2021,Sub Sahara Africa
Belarús,5.82,64,2013-2021,Sub Sahara Africa
Colombia,5.78,65,2013-2021,Sub Sahara Africa
Bosnia y Herz.,5.77,66,2013-2021,Sub Sahara Africa
Mongolia,5.76,67,2013-2021,Sub Sahara Africa
Rep. Dominicana,5.74,68,2013-2021,Sub Sahara Africa
Malasia,5.71,69,2013-2021,Sub Sahara Africa
Bolivia,5.6,70,2013-2021,Sub Sahara Africa
China,5.59,71,2013-2021,Sub Sahara Africa
Paraguay,5.58,72,2013-2021,Sub Sahara Africa
Perú,5.56,73,2013-2021,Sub Sahara Africa
Montenegro,5.55,74,2013-2021,Sub Sahara Africa
Ecuador,5.53,75,2013-2021,Sub Sahara Africa
Viet Nam,5.49,76,2013-2021,Sub Sahara Africa
Turkmenistán,5.47,77,2013-2021,Sub Sahara Africa
Rusia,5.46,78,2013-2021,Sub Sahara Africa
Hong Kong,5.42,79,2013-2021,Sub Sahara Africa
Armenia,5.4,80,2013-2021,Sub Sahara Africa
Nepal,5.38,81,2013-2021,Sub Sahara Africa
Tayikistán,5.38,82,2013-2021,Sub Sahara Africa
Bulgaria,5.37,83,2013-2021,Sub Sahara Africa
Libia,5.33,84,2013-2021,Sub Sahara Africa
Indonesia,5.24,85,2013-2021,Sub Sahara Africa
Côte d'Ivoire,5.23,86,2015-2021,Sub Sahara Africa
Albania,5.2,87,2013-2021,Sub Sahara Africa
Macedonia,5.2,88,2013-2021,Sub Sahara Africa
Sudáfrica,5.19,89,2013-2021,Sub Sahara Africa
Azerbaiyán,5.17,90,2013-2021,Sub Sahara Africa
Bangladesh,5.16,91,2013-2021,Sub Sahara Africa
Gambia,5.16,92,2019-2021,Sub Sahara Africa
Laos,5.14,93,2013-2021,Sub Sahara Africa
Argelia,5.12,94,2013-2021,Sub Sahara Africa
Liberia,5.12,95,2013-2021,Sub Sahara Africa
Ukraine,5.08,96,2013-2021,Sub Sahara Africa
Marruecos,5.06,97,2013-2021,Sub Sahara Africa
Camerún,5.05,98,2013-2021,Sub Sahara Africa
Mozambique,5.05,99,2017-2021,Sub Sahara Africa
Senegal,5.05,100,2013-2021,Sub Sahara Africa
Níger,5,101,2013-2021,Sub Sahara Africa
Georgia,4.97,102,2013-2021,Sub Sahara Africa
Gabón,4.96,103,2013-2021,Sub Sahara Africa
Iraq,4.94,104,2013-2021,Sub Sahara Africa
Venezuela,4.93,105,2013-2021,Sub Sahara Africa
Guinea,4.89,106,2013-2021,Sub Sahara Africa
Irán,4.89,107,2013-2021,Sub Sahara Africa
Ghana,4.87,108,2013-2021,Sub Sahara Africa
Turquía,4.74,109,2013-2021,Sub Sahara Africa
Burkina Faso,4.67,110,2013-2021,Sub Sahara Africa
Camboya,4.64,111,2013-2021,Sub Sahara Africa
Benin,4.62,112,2013-2021,Sub Sahara Africa
Uganda,4.6,113,2013-2021,Sub Sahara Africa
Nigeria,4.55,114,2013-2021,Sub Sahara Africa
Kenya,4.54,115,2013-2021,Sub Sahara Africa
Pakistán,4.52,116,2013-2021,Sub Sahara Africa
Túnez,4.52,117,2013-2021,Sub Sahara Africa
Malí,4.48,118,2013-2021,Sub Sahara Africa
Namibia,4.46,119,2016-2021,Sub Sahara Africa
Swazilandia,4.4,120,2013-2021,Sub Sahara Africa
Myanmar,4.39,121,2013-2021,Sub Sahara Africa
Sri Lanka,4.36,122,2013-2021,Sub Sahara Africa
Madagascar,4.34,123,2013-2021,Sub Sahara Africa
Egipto,4.29,124,2013-2021,Sub Sahara Africa
Chad,4.25,125,2013-2021,Sub Sahara Africa
Etiopía,4.24,126,2013-2021,Sub Sahara Africa
Yemen,4.2,127,2013-2021,Sub Sahara Africa
Jordania,4.15,128,2013-2021,Sub Sahara Africa
Mauritania,4.15,129,2013-2021,Sub Sahara Africa
Togo,4.11,130,2013-2021,Sub Sahara Africa
India,3.78,131,2013-2021,Sub Sahara Africa
Zambia,3.76,132,2013-2021,Sub Sahara Africa
Malawi,3.75,133,2013-2021,Sub Sahara Africa
Tanzanía,3.7,134,2013-2021,Sub Sahara Africa
Sierra Leona,3.57,135,2013-2021,Sub Sahara Africa
Lesotho,3.51,136,2013-2021,Sub Sahara Africa
Botswana,3.47,137,2013-2021,Sub Sahara Africa
Rwanda,3.27,138,2013-2021,Sub Sahara Africa
Zimbabwe,3,139,2013-2021,Sub Sahara Africa
Líbano,2.96,140,2013-2021,Sub Sahara Africa
Afganistán,2.4,141,2013-2021,Sub Sahara Africa
Finlandia,7.82,1,2013-2021,MENA
Dinamarca,7.64,2,2013-2021,MENA
Islandia,7.56,3,2013-2021,MENA
Suiza,7.51,4,2013-2021,MENA
Países Bajos,7.41,5,2013-2021,MENA
Luxemburgo,7.4,6,2013-2021,MENA
Suecia,7.38,7,2013-2021,MENA
Noruega,7.37,8,2013-2021,MENA
Israel,7.36,9,2013-2021,MENA
Nueva Zelanda,7.2,10,2013-2021,MENA
Australia,7.16,11,2013-2021,MENA
Austria,7.16,12,2013-2021,MENA
Irlanda,7.04,13,2013-2021,MENA
Alemania,7.03,14,2013-2021,MENA
Canadá,7.03,15,2013-2021,MENA
Estados Unidos,6.98,16,2013-2021,MENA
Reino Unido,6.94,17,2013-2021,MENA
República Checa,6.92,18,2013-2021,MENA
Bélgica,6.8,19,2013-2021,MENA
Francia,6.69,20,2013-2021,MENA
Bahrein,6.65,21,2013-2021,MENA
Eslovenia,6.63,22,2013-2021,MENA
Costa Rica,6.58,23,2013-2021,MENA
Emir. Árab. Uni.,6.58,24,2013-2021,MENA
Arabia Saudita,6.52,25,2013-2021,MENA
Taiwan,6.51,26,2013-2021,MENA
España,6.48,27,2013-2021,MENA
Romania,6.48,28,2013-2021,MENA
Singapur,6.48,29,2013-2021,MENA
Italia,6.47,30,2013-2021,MENA
Uruguay,6.47,31,2013-2021,MENA
Lituania,6.45,32,2013-2021,MENA
Malta,6.45,33,2013-2021,MENA
Rep. Eslovaca,6.39,34,2013-2021,MENA
Estonia,6.34,35,2013-2021,MENA
Panamá,6.31,36,2013-2021,MENA
Brasil,6.29,37,2013-2021,MENA
Guatemala,6.26,38,2013-2021,MENA
Kazajstán,6.23,39,2013-2021,MENA
Chipre,6.22,40,2013-2021,MENA
Letonia,6.18,41,2013-2021,MENA
Serbia,6.18,42,2013-2021,MENA
Chile,6.17,43,2013-2021,MENA
Nicaragua,6.16,44,2013-2021,MENA
Croacia,6.13,45,2013-2021,MENA
México,6.13,46,2013-2021,MENA
El Salvador,6.12,47,2013-2021,MENA
Polonia,6.12,48,2013-2021,MENA
Kuwait,6.11,49,2013-2021,MENA
Hungría,6.09,50,2013-2021,MENA
Mauricio,6.07,51,2013-2021,MENA
Uzbekistán,6.06,52,2013-2021,MENA
Japón,6.04,53,2013-2021,MENA
Honduras,6.02,54,2013-2021,MENA
Portugal,6.02,55,2013-2021,MENA
Argentina,5.97,56,2013-2021,MENA
Grecia,5.95,57,2013-2021,MENA
Corea del Sur,5.94,58,2013-2021,MENA
Filipinas,5.9,59,2013-2021,MENA
Tailandia,5.89,60,2013-2021,MENA
Rep. de Moldova,5.86,61,2013-2021,MENA
Jamaica,5.85,62,2013-2021,MENA
Kirguistán,5.83,63,2013-2021,MENA
Belarús,5.82,64,2013-2021,MENA
Colombia,5.78,65,2013-2021,MENA
Bosnia y Herz.,5.77,66,2013-2021,MENA
Mongolia,5.76,67,2013-2021,MENA
Rep. Dominicana,5.74,68,2013-2021,MENA
Malasia,5.71,69,2013-2021,MENA
Bolivia,5.6,70,2013-2021,MENA
China,5.59,71,2013-2021,MENA
Paraguay,5.58,72,2013-2021,MENA
Perú,5.56,73,2013-2021,MENA
Montenegro,5.55,74,2013-2021,MENA
Ecuador,5.53,75,2013-2021,MENA
Viet Nam,5.49,76,2013-2021,MENA
Turkmenistán,5.47,77,2013-2021,MENA
Rusia,5.46,78,2013-2021,MENA
Hong Kong,5.42,79,2013-2021,MENA
Armenia,5.4,80,2013-2021,MENA
Nepal,5.38,81,2013-2021,MENA
Tayikistán,5.38,82,2013-2021,MENA
Bulgaria,5.37,83,2013-2021,MENA
Libia,5.33,84,2013-2021,MENA
Indonesia,5.24,85,2013-2021,MENA
Côte d'Ivoire,5.23,86,2015-2021,MENA
Albania,5.2,87,2013-2021,MENA
Macedonia,5.2,88,2013-2021,MENA
Sudáfrica,5.19,89,2013-2021,MENA
Azerbaiyán,5.17,90,2013-2021,MENA
Bangladesh,5.16,91,2013-2021,MENA
Gambia,5.16,92,2019-2021,MENA
Laos,5.14,93,2013-2021,MENA
Argelia,5.12,94,2013-2021,MENA
Liberia,5.12,95,2013-2021,MENA
Ukraine,5.08,96,2013-2021,MENA
Marruecos,5.06,97,2013-2021,MENA
Camerún,5.05,98,2013-2021,MENA
Mozambique,5.05,99,2017-2021,MENA
Senegal,5.05,100,2013-2021,MENA
Níger,5,101,2013-2021,MENA
Georgia,4.97,102,2013-2021,MENA
Gabón,4.96,103,2013-2021,MENA
Iraq,4.94,104,2013-2021,MENA
Venezuela,4.93,105,2013-2021,MENA
Guinea,4.89,106,2013-2021,MENA
Irán,4.89,107,2013-2021,MENA
Ghana,4.87,108,2013-2021,MENA
Turquía,4.74,109,2013-2021,MENA
Burkina Faso,4.67,110,2013-2021,MENA
Camboya,4.64,111,2013-2021,MENA
Benin,4.62,112,2013-2021,MENA
Uganda,4.6,113,2013-2021,MENA
Nigeria,4.55,114,2013-2021,MENA
Kenya,4.54,115,2013-2021,MENA
Pakistán,4.52,116,2013-2021,MENA
Túnez,4.52,117,2013-2021,MENA
Malí,4.48,118,2013-2021,MENA
Namibia,4.46,119,2016-2021,MENA
Swazilandia,4.4,120,2013-2021,MENA
Myanmar,4.39,121,2013-2021,MENA
Sri Lanka,4.36,122,2013-2021,MENA
Madagascar,4.34,123,2013-2021,MENA
Egipto,4.29,124,2013-2021,MENA
Chad,4.25,125,2013-2021,MENA
Etiopía,4.24,126,2013-2021,MENA
Yemen,4.2,127,2013-2021,MENA
Jordania,4.15,128,2013-2021,MENA
Mauritania,4.15,129,2013-2021,MENA
Togo,4.11,130,2013-2021,MENA
India,3.78,131,2013-2021,MENA
Zambia,3.76,132,2013-2021,MENA
Malawi,3.75,133,2013-2021,MENA
Tanzanía,3.7,134,2013-2021,MENA
Sierra Leona,3.57,135,2013-2021,MENA
Lesotho,3.51,136,2013-2021,MENA
Botswana,3.47,137,2013-2021,MENA
Rwanda,3.27,138,2013-2021,MENA
Zimbabwe,3,139,2013-2021,MENA
Líbano,2.96,140,2013-2021,MENA
Afganistán,2.4,141,2013-2021,MENA
Finlandia,7.82,1,2013-2021,South East Asia
Dinamarca,7.64,2,2013-2021,South East Asia
Islandia,7.56,3,2013-2021,South East Asia
Suiza,7.51,4,2013-2021,South East Asia
Países Bajos,7.41,5,2013-2021,South East Asia
Luxemburgo,7.4,6,2013-2021,South East Asia
Suecia,7.38,7,2013-2021,South East Asia
Noruega,7.37,8,2013-2021,South East Asia
Israel,7.36,9,2013-2021,South East Asia
Nueva Zelanda,7.2,10,2013-2021,South East Asia
Australia,7.16,11,2013-2021,South East Asia
Austria,7.16,12,2013-2021,South East Asia
Irlanda,7.04,13,2013-2021,South East Asia
Alemania,7.03,14,2013-2021,South East Asia
Canadá,7.03,15,2013-2021,South East Asia
Estados Unidos,6.98,16,2013-2021,South East Asia
Reino Unido,6.94,17,2013-2021,South East Asia
República Checa,6.92,18,2013-2021,South East Asia
Bélgica,6.8,19,2013-2021,South East Asia
Francia,6.69,20,2013-2021,South East Asia
Bahrein,6.65,21,2013-2021,South East Asia
Eslovenia,6.63,22,2013-2021,South East Asia
Costa Rica,6.58,23,2013-2021,South East Asia
Emir. Árab. Uni.,6.58,24,2013-2021,South East Asia
Arabia Saudita,6.52,25,2013-2021,South East Asia
Taiwan,6.51,26,2013-2021,South East Asia
España,6.48,27,2013-2021,South East Asia
Romania,6.48,28,2013-2021,South East Asia
Singapur,6.48,29,2013-2021,South East Asia
Italia,6.47,30,2013-2021,South East Asia
Uruguay,6.47,31,2013-2021,South East Asia
Lituania,6.45,32,2013-2021,South East Asia
Malta,6.45,33,2013-2021,South East Asia
Rep. Eslovaca,6.39,34,2013-2021,South East Asia
Estonia,6.34,35,2013-2021,South East Asia
Panamá,6.31,36,2013-2021,South East Asia
Brasil,6.29,37,2013-2021,South East Asia
Guatemala,6.26,38,2013-2021,South East Asia
Kazajstán,6.23,39,2013-2021,South East Asia
Chipre,6.22,40,2013-2021,South East Asia
Letonia,6.18,41,2013-2021,South East Asia
Serbia,6.18,42,2013-2021,South East Asia
Chile,6.17,43,2013-2021,South East Asia
Nicaragua,6.16,44,2013-2021,South East Asia
Croacia,6.13,45,2013-2021,South East Asia
México,6.13,46,2013-2021,South East Asia
El Salvador,6.12,47,2013-2021,South East Asia
Polonia,6.12,48,2013-2021,South East Asia
Kuwait,6.11,49,2013-2021,South East Asia
Hungría,6.09,50,2013-2021,South East Asia
Mauricio,6.07,51,2013-2021,South East Asia
Uzbekistán,6.06,52,2013-2021,South East Asia
Japón,6.04,53,2013-2021,South East Asia
Honduras,6.02,54,2013-2021,South East Asia
Portugal,6.02,55,2013-2021,South East Asia
Argentina,5.97,56,2013-2021,South East Asia
Grecia,5.95,57,2013-2021,South East Asia
Corea del Sur,5.94,58,2013-2021,South East Asia
Filipinas,5.9,59,2013-2021,South East Asia
Tailandia,5.89,60,2013-2021,South East Asia
Rep. de Moldova,5.86,61,2013-2021,South East Asia
Jamaica,5.85,62,2013-2021,South East Asia
Kirguistán,5.83,63,2013-2021,South East Asia
Belarús,5.82,64,2013-2021,South East Asia
Colombia,5.78,65,2013-2021,South East Asia
Bosnia y Herz.,5.77,66,2013-2021,South East Asia
Mongolia,5.76,67,2013-2021,South East Asia
Rep. Dominicana,5.74,68,2013-2021,South East Asia
Malasia,5.71,69,2013-2021,South East Asia
Bolivia,5.6,70,2013-2021,South East Asia
China,5.59,71,2013-2021,South East Asia
Paraguay,5.58,72,2013-2021,South East Asia
Perú,5.56,73,2013-2021,South East Asia
Montenegro,5.55,74,2013-2021,South East Asia
Ecuador,5.53,75,2013-2021,South East Asia
Viet Nam,5.49,76,2013-2021,South East Asia
Turkmenistán,5.47,77,2013-2021,South East Asia
Rusia,5.46,78,2013-2021,South East Asia
Hong Kong,5.42,79,2013-2021,South East Asia
Armenia,5.4,80,2013-2021,South East Asia
Nepal,5.38,81,2013-2021,South East Asia
Tayikistán,5.38,82,2013-2021,South East Asia
Bulgaria,5.37,83,2013-2021,South East Asia
Libia,5.33,84,2013-2021,South East Asia
Indonesia,5.24,85,2013-2021,South East Asia
Côte d'Ivoire,5.23,86,2015-2021,South East Asia
Albania,5.2,87,2013-2021,South East Asia
Macedonia,5.2,88,2013-2021,South East Asia
Sudáfrica,5.19,89,2013-2021,South East Asia
Azerbaiyán,5.17,90,2013-2021,South East Asia
Bangladesh,5.16,91,2013-2021,South East Asia
Gambia,5.16,92,2019-2021,South East Asia
Laos,5.14,93,2013-2021,South East Asia
Argelia,5.12,94,2013-2021,South East Asia
Liberia,5.12,95,2013-2021,South East Asia
Ukraine,5.08,96,2013-2021,South East Asia
Marruecos,5.06,97,2013-2021,South East Asia
Camerún,5.05,98,2013-2021,South East Asia
Mozambique,5.05,99,2017-2021,South East Asia
Senegal,5.05,100,2013-2021,South East Asia
Níger,5,101,2013-2021,South East Asia
Georgia,4.97,102,2013-2021,South East Asia
Gabón,4.96,103,2013-2021,South East Asia
Iraq,4.94,104,2013-2021,South East Asia
Venezuela,4.93,105,2013-2021,South East Asia
Guinea,4.89,106,2013-2021,South East Asia
Irán,4.89,107,2013-2021,South East Asia
Ghana,4.87,108,2013-2021,South East Asia
Turquía,4.74,109,2013-2021,South East Asia
Burkina Faso,4.67,110,2013-2021,South East Asia
Camboya,4.64,111,2013-2021,South East Asia
Benin,4.62,112,2013-2021,South East Asia
Uganda,4.6,113,2013-2021,South East Asia
Nigeria,4.55,114,2013-2021,South East Asia
Kenya,4.54,115,2013-2021,South East Asia
Pakistán,4.52,116,2013-2021,South East Asia
Túnez,4.52,117,2013-2021,South East Asia
Malí,4.48,118,2013-2021,South East Asia
Namibia,4.46,119,2016-2021,South East Asia
Swazilandia,4.4,120,2013-2021,South East Asia
Myanmar,4.39,121,2013-2021,South East Asia
Sri Lanka,4.36,122,2013-2021,South East Asia
Madagascar,4.34,123,2013-2021,South East Asia
Egipto,4.29,124,2013-2021,South East Asia
Chad,4.25,125,2013-2021,South East Asia
Etiopía,4.24,126,2013-2021,South East Asia
Yemen,4.2,127,2013-2021,South East Asia
Jordania,4.15,128,2013-2021,South East Asia
Mauritania,4.15,129,2013-2021,South East Asia
Togo,4.11,130,2013-2021,South East Asia
India,3.78,131,2013-2021,South East Asia
Zambia,3.76,132,2013-2021,South East Asia
Malawi,3.75,133,2013-2021,South East Asia
Tanzanía,3.7,134,2013-2021,South East Asia
Sierra Leona,3.57,135,2013-2021,South East Asia
Lesotho,3.51,136,2013-2021,South East Asia
Botswana,3.47,137,2013-2021,South East Asia
Rwanda,3.27,138,2013-2021,South East Asia
Zimbabwe,3,139,2013-2021,South East Asia
Líbano,2.96,140,2013-2021,South East Asia
Afganistán,2.4,141,2013-2021,South East Asia
Finlandia,7.82,1,2013-2021,Latin America
Dinamarca,7.64,2,2013-2021,Latin America
Islandia,7.56,3,2013-2021,Latin America
Suiza,7.51,4,2013-2021,Latin America
Países Bajos,7.41,5,2013-2021,Latin America
Luxemburgo,7.4,6,2013-2021,Latin America
Suecia,7.38,7,2013-2021,Latin America
Noruega,7.37,8,2013-2021,Latin America
Israel,7.36,9,2013-2021,Latin America
Nueva Zelanda,7.2,10,2013-2021,Latin America
Australia,7.16,11,2013-2021,Latin America
Austria,7.16,12,2013-2021,Latin America
Irlanda,7.04,13,2013-2021,Latin America
Alemania,7.03,14,2013-2021,Latin America
Canadá,7.03,15,2013-2021,Latin America
Estados Unidos,6.98,16,2013-2021,Latin America
Reino Unido,6.94,17,2013-2021,Latin America
República Checa,6.92,18,2013-2021,Latin America
Bélgica,6.8,19,2013-2021,Latin America
Francia,6.69,20,2013-2021,Latin America
Bahrein,6.65,21,2013-2021,Latin America
Eslovenia,6.63,22,2013-2021,Latin America
Costa Rica,6.58,23,2013-2021,Latin America
Emir. Árab. Uni.,6.58,24,2013-2021,Latin America
Arabia Saudita,6.52,25,2013-2021,Latin America
Taiwan,6.51,26,2013-2021,Latin America
España,6.48,27,2013-2021,Latin America
Romania,6.48,28,2013-2021,Latin America
Singapur,6.48,29,2013-2021,Latin America
Italia,6.47,30,2013-2021,Latin America
Uruguay,6.47,31,2013-2021,Latin America
Lituania,6.45,32,2013-2021,Latin America
Malta,6.45,33,2013-2021,Latin America
Rep. Eslovaca,6.39,34,2013-2021,Latin America
Estonia,6.34,35,2013-2021,Latin America
Panamá,6.31,36,2013-2021,Latin America
Brasil,6.29,37,2013-2021,Latin America
Guatemala,6.26,38,2013-2021,Latin America
Kazajstán,6.23,39,2013-2021,Latin America
Chipre,6.22,40,2013-2021,Latin America
Letonia,6.18,41,2013-2021,Latin America
Serbia,6.18,42,2013-2021,Latin America
Chile,6.17,43,2013-2021,Latin America
Nicaragua,6.16,44,2013-2021,Latin America
Croacia,6.13,45,2013-2021,Latin America
México,6.13,46,2013-2021,Latin America
El Salvador,6.12,47,2013-2021,Latin America
Polonia,6.12,48,2013-2021,Latin America
Kuwait,6.11,49,2013-2021,Latin America
Hungría,6.09,50,2013-2021,Latin America
Mauricio,6.07,51,2013-2021,Latin America
Uzbekistán,6.06,52,2013-2021,Latin America
Japón,6.04,53,2013-2021,Latin America
Honduras,6.02,54,2013-2021,Latin America
Portugal,6.02,55,2013-2021,Latin America
Argentina,5.97,56,2013-2021,Latin America
Grecia,5.95,57,2013-2021,Latin America
Corea del Sur,5.94,58,2013-2021,Latin America
Filipinas,5.9,59,2013-2021,Latin America
Tailandia,5.89,60,2013-2021,Latin America
Rep. de Moldova,5.86,61,2013-2021,Latin America
Jamaica,5.85,62,2013-2021,Latin America
Kirguistán,5.83,63,2013-2021,Latin America
Belarús,5.82,64,2013-2021,Latin America
Colombia,5.78,65,2013-2021,Latin America
Bosnia y Herz.,5.77,66,2013-2021,Latin America
Mongolia,5.76,67,2013-2021,Latin America
Rep. Dominicana,5.74,68,2013-2021,Latin America
Malasia,5.71,69,2013-2021,Latin America
Bolivia,5.6,70,2013-2021,Latin America
China,5.59,71,2013-2021,Latin America
Paraguay,5.58,72,2013-2021,Latin America
Perú,5.56,73,2013-2021,Latin America
Montenegro,5.55,74,2013-2021,Latin America
Ecuador,5.53,75,2013-2021,Latin America
Viet Nam,5.49,76,2013-2021,Latin America
Turkmenistán,5.47,77,2013-2021,Latin America
Rusia,5.46,78,2013-2021,Latin America
Hong Kong,5.42,79,2013-2021,Latin America
Armenia,5.4,80,2013-2021,Latin America
Nepal,5.38,81,2013-2021,Latin America
Tayikistán,5.38,82,2013-2021,Latin America
Bulgaria,5.37,83,2013-2021,Latin America
Libia,5.33,84,2013-2021,Latin America
Indonesia,5.24,85,2013-2021,Latin America
Côte d'Ivoire,5.23,86,2015-2021,Latin America
Albania,5.2,87,2013-2021,Latin America
Macedonia,5.2,88,2013-2021,Latin America
Sudáfrica,5.19,89,2013-2021,Latin America
Azerbaiyán,5.17,90,2013-2021,Latin America
Bangladesh,5.16,91,2013-2021,Latin America
Gambia,5.16,92,2019-2021,Latin America
Laos,5.14,93,2013-2021,Latin America
Argelia,5.12,94,2013-2021,Latin America
Liberia,5.12,95,2013-2021,Latin America
Ukraine,5.08,96,2013-2021,Latin America
Marruecos,5.06,97,2013-2021,Latin America
Camerún,5.05,98,2013-2021,Latin America
Mozambique,5.05,99,2017-2021,Latin America
Senegal,5.05,100,2013-2021,Latin America
Níger,5,101,2013-2021,Latin America
Georgia,4.97,102,2013-2021,Latin America
Gabón,4.96,103,2013-2021,Latin America
Iraq,4.94,104,2013-2021,Latin America
Venezuela,4.93,105,2013-2021,Latin America
Guinea,4.89,106,2013-2021,Latin America
Irán,4.89,107,2013-2021,Latin America
Ghana,4.87,108,2013-2021,Latin America
Turquía,4.74,109,2013-2021,Latin America
Burkina Faso,4.67,110,2013-2021,Latin America
Camboya,4.64,111,2013-2021,Latin America
Benin,4.62,112,2013-2021,Latin America
Uganda,4.6,113,2013-2021,Latin America
Nigeria,4.55,114,2013-2021,Latin America
Kenya,4.54,115,2013-2021,Latin America
Pakistán,4.52,116,2013-2021,Latin America
Túnez,4.52,117,2013-2021,Latin America
Malí,4.48,118,2013-2021,Latin America
Namibia,4.46,119,2016-2021,Latin America
Swazilandia,4.4,120,2013-2021,Latin America
Myanmar,4.39,121,2013-2021,Latin America
Sri Lanka,4.36,122,2013-2021,Latin America
Madagascar,4.34,123,2013-2021,Latin America
Egipto,4.29,124,2013-2021,Latin America
Chad,4.25,125,2013-2021,Latin America
Etiopía,4.24,126,2013-2021,Latin America
Yemen,4.2,127,2013-2021,Latin America
Jordania,4.15,128,2013-2021,Latin America
Mauritania,4.15,129,2013-2021,Latin America
Togo,4.11,130,2013-2021,Latin America
India,3.78,131,2013-2021,Latin America
Zambia,3.76,132,2013-2021,Latin America
Malawi,3.75,133,2013-2021,Latin America
Tanzanía,3.7,134,2013-2021,Latin America
Sierra Leona,3.57,135,2013-2021,Latin America
Lesotho,3.51,136,2013-2021,Latin America
Botswana,3.47,137,2013-2021,Latin America
Rwanda,3.27,138,2013-2021,Latin America
Zimbabwe,3,139,2013-2021,Latin America
Líbano,2.96,140,2013-2021,Latin America
Afganistán,2.4,141,2013-2021,Latin America
Finlandia,7.82,1,2013-2021,Low income countries (World Bank classification)
Dinamarca,7.64,2,2013-2021,Low income countries (World Bank classification)
Islandia,7.56,3,2013-2021,Low income countries (World Bank classification)
Suiza,7.51,4,2013-2021,Low income countries (World Bank classification)
Países Bajos,7.41,5,2013-2021,Low income countries (World Bank classification)
Luxemburgo,7.4,6,2013-2021,Low income countries (World Bank classification)
Suecia,7.38,7,2013-2021,Low income countries (World Bank classification)
Noruega,7.37,8,2013-2021,Low income countries (World Bank classification)
Israel,7.36,9,2013-2021,Low income countries (World Bank classification)
Nueva Zelanda,7.2,10,2013-2021,Low income countries (World Bank classification)
Australia,7.16,11,2013-2021,Low income countries (World Bank classification)
Austria,7.16,12,2013-2021,Low income countries (World Bank classification)
Irlanda,7.04,13,2013-2021,Low income countries (World Bank classification)
